no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,arrival_day,booking_status
2,0,2,1,Not Selected,0,Room_Type 1,73,Online,0,0,0,76.5,1,94,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,33,Corporate,0,0,0,64,0,25,Not_Canceled
1,0,0,2,Not Selected,0,Room_Type 1,83,Online,0,0,0,83.59,0,139,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,270,Offline,0,0,0,62.8,0,111,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,119,Online,0,0,0,114.3,1,229,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,20,Online,0,0,0,81.3,0,342,Not_Canceled
3,0,1,3,Meal Plan 1,0,Room_Type 4,117,Online,0,0,0,150.45,0,168,Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,71,Offline,0,0,0,120,0,166,Not_Canceled
2,0,0,5,Meal Plan 1,1,Room_Type 1,33,Online,0,0,0,138,2,299,Not_Canceled
3,0,0,1,Meal Plan 1,0,Room_Type 4,42,Online,0,0,0,150.3,0,190,Canceled
2,0,0,3,Not Selected,0,Room_Type 1,43,Online,0,0,0,73.1,1,70,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,36,Online,0,0,0,63.06,1,69,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,273,Online,0,0,0,106.2,0,274,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,68,Online,0,0,0,125.1,0,260,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,32,Online,0,0,0,91.05,1,315,Not_Canceled
1,0,2,2,Meal Plan 1,0,Room_Type 1,31,Online,0,0,0,103.5,2,285,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,302,Offline,0,0,0,100,0,260,Canceled
2,0,2,9,Meal Plan 1,0,Room_Type 1,72,Offline,0,0,0,58.91,1,358,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,165.75,1,311,Canceled
1,0,0,5,Meal Plan 1,0,Room_Type 1,139,Online,0,0,0,102.06,0,278,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,80,0,127,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,26,Corporate,0,0,0,65,0,221,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,286,Offline,0,0,0,90,0,290,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,50,Online,0,0,0,90.9,0,92,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,124,Offline,0,0,0,94.5,0,221,Canceled
2,2,0,1,Meal Plan 1,0,Room_Type 6,207,Online,0,0,0,168.3,1,217,Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,55,Offline,0,0,0,104,0,97,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,44,Offline,0,0,0,75,0,307,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,105,Corporate,1,3,17,65,0,272,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,256,Online,0,0,0,100.75,0,290,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,64,Online,0,0,0,73.95,0,43,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,29,Online,0,0,0,79,0,78,Not_Canceled
2,1,2,5,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,99.51,2,324,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,12,Complementary,1,0,3,0,4,230,Not_Canceled
2,2,0,2,Meal Plan 1,0,Room_Type 6,27,Online,0,0,0,234,1,273,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,36,Online,0,0,0,68.07,1,336,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,83.93,1,74,Not_Canceled
2,1,2,4,Meal Plan 1,0,Room_Type 4,4,Online,0,0,0,145.25,0,162,Canceled
3,0,0,2,Meal Plan 1,0,Room_Type 4,1,Online,0,0,0,188,1,364,Not_Canceled
3,0,1,3,Meal Plan 1,0,Room_Type 4,246,Online,0,0,0,104.55,0,361,Not_Canceled
2,0,0,1,Meal Plan 1,1,Room_Type 1,8,Online,0,0,0,102,1,27,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,250,Online,0,0,0,90.95,0,302,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,44,Online,0,0,0,107.5,1,80,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,107,Offline,0,0,0,120,0,162,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,226,Offline,0,0,0,70,1,303,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,250,Offline,0,0,0,95,0,270,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,265,Offline,0,0,0,115,1,176,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,46,Offline,0,0,0,75,0,316,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,220,Online,0,0,0,126.9,1,272,Canceled
2,0,0,2,Not Selected,0,Room_Type 1,8,Online,0,0,0,133,1,229,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,207,Offline,0,0,0,161.67,0,365,Not_Canceled
2,0,2,3,Meal Plan 2,0,Room_Type 1,93,Online,0,0,0,157.25,1,168,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,71,Offline,0,0,0,120,0,166,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,71,Offline,0,0,0,120,0,166,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,193,Offline,0,0,0,65,0,289,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,27,Offline,0,0,0,108,0,274,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,201,Online,0,0,0,96.3,2,290,Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,0,Offline,0,0,0,112.2,0,274,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,113,Corporate,0,0,0,100,0,152,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,322,Offline,0,0,0,80,0,140,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,21,Online,0,0,0,131.35,1,364,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 4,10,Online,0,0,0,126,1,130,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,66,Online,0,0,0,75,0,283,Canceled
2,0,2,0,Meal Plan 2,0,Room_Type 1,275,Offline,0,0,0,110,0,108,Canceled
2,1,0,2,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,145,0,105,Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,346,Offline,0,0,0,90,0,257,Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,51,Corporate,1,1,5,65,0,143,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,210,Online,0,0,0,67.42,1,228,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,33,Online,0,0,0,103.05,1,107,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,117.67,2,247,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,126,1,130,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,0,Offline,0,0,0,108.8,0,131,Not_Canceled
2,1,2,1,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,107.67,2,324,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,48,Online,0,0,0,126,1,291,Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Online,0,0,0,110,0,306,Canceled
1,0,0,1,Not Selected,0,Room_Type 1,42,Online,0,0,0,88,2,328,Not_Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,80,0,262,Not_Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,80,0,290,Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,101,Online,0,0,0,96.3,1,100,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,63,Offline,0,0,0,116,0,248,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 4,72,Online,0,0,0,149.4,0,256,Not_Canceled
1,0,4,10,Meal Plan 1,0,Room_Type 1,26,Online,0,0,0,74.8,0,347,Canceled
2,2,2,1,Meal Plan 1,0,Room_Type 6,98,Online,0,0,0,156.6,1,304,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,68.76,1,332,Not_Canceled
3,0,0,1,Meal Plan 1,0,Room_Type 4,203,Online,0,0,0,137.7,1,240,Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,61,Offline,0,0,0,72.24,1,300,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 4,29,Online,0,0,0,161,2,279,Not_Canceled
3,0,1,1,Meal Plan 1,0,Room_Type 4,72,Online,0,0,0,159.3,0,242,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,101.5,0,227,Not_Canceled
2,0,0,1,Meal Plan 1,1,Room_Type 4,149,Online,0,0,0,77.85,2,205,Not_Canceled
3,0,1,0,Meal Plan 1,0,Room_Type 1,6,Offline,0,0,0,133,1,270,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,131,Online,0,0,0,76.23,2,218,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,17,Online,0,0,0,81,0,56,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,130,1,310,Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,336,Offline,0,0,0,78,0,265,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,196,Online,0,0,0,105.3,0,241,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,30,Offline,0,0,0,121,0,274,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,13,Online,0,0,0,89,0,166,Not_Canceled
1,0,0,1,Not Selected,0,Room_Type 1,51,Online,0,0,0,64.45,1,301,Not_Canceled
3,0,0,2,Meal Plan 1,0,Room_Type 4,42,Online,0,0,0,168.3,2,133,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,214,Online,0,0,0,90.95,1,294,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,15,Online,0,0,0,107,3,315,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,32,Online,0,0,0,94.5,3,249,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,256,Online,0,0,0,103.7,0,290,Canceled
2,0,0,2,Not Selected,0,Room_Type 1,3,Online,0,0,0,139,0,190,Canceled
3,0,2,4,Meal Plan 1,0,Room_Type 4,199,Online,0,0,0,119,0,363,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,87,Online,0,0,0,97.71,1,161,Not_Canceled
1,0,0,2,Not Selected,0,Room_Type 1,18,Online,0,0,0,149,2,267,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,120,Offline,0,0,0,80.75,0,167,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,72,Online,0,0,0,140.4,1,122,Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,65,0,265,Not_Canceled
2,0,0,5,Meal Plan 1,0,Room_Type 1,29,Online,0,0,0,88.4,2,334,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,14,Online,0,0,0,125.2,0,98,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,54,Offline,0,0,0,75,0,89,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,71,Offline,0,0,0,120,0,166,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,0,Offline,0,0,0,108.8,0,131,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,202,Offline,0,0,0,90,0,150,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,29,Corporate,0,0,0,85,1,337,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,129,Online,0,0,0,127.8,1,224,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,8,Online,0,0,0,69.5,0,13,Not_Canceled
1,0,2,5,Meal Plan 1,0,Room_Type 1,14,Online,0,0,0,90.1,0,341,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,4,Online,0,0,0,119,0,105,Not_Canceled
2,0,2,3,Not Selected,0,Room_Type 1,92,Offline,0,0,0,63.75,0,241,Canceled
2,0,1,4,Meal Plan 2,0,Room_Type 1,108,Online,0,0,0,158.4,1,361,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,51,Offline,0,0,0,85.5,0,255,Not_Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,32,Online,0,0,0,120,1,298,Not_Canceled
2,0,1,2,Meal Plan 2,0,Room_Type 1,161,Online,0,0,0,130,0,85,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Aviation,0,0,0,95,0,103,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,4,Online,1,11,4,80.3,1,12,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,137,Online,0,0,0,90,1,320,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,22,Offline,0,0,0,140,0,141,Not_Canceled
1,0,0,4,Meal Plan 2,0,Room_Type 1,296,Offline,0,0,0,81,0,265,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,21,Corporate,0,0,0,65,0,352,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,12,Online,0,0,0,88,2,335,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,118,Online,0,0,0,86.67,1,318,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,19,Offline,0,0,0,104,2,263,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,79,0,28,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,56,Offline,0,0,0,185,0,269,Not_Canceled
1,0,0,3,Not Selected,0,Room_Type 1,43,Online,0,0,0,85.07,1,306,Not_Canceled
2,0,2,5,Not Selected,0,Room_Type 1,104,Online,0,0,0,109.65,0,132,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,275,Online,0,0,0,118.2,2,267,Canceled
2,0,2,2,Not Selected,0,Room_Type 1,1,Online,0,0,0,81,0,221,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,180,Offline,0,0,0,120,0,284,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,41,Offline,0,0,0,65,0,362,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,56,Online,0,0,0,116.1,1,134,Not_Canceled
2,0,2,0,Meal Plan 2,0,Room_Type 1,75,Offline,0,0,0,105,0,304,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,155,1,141,Not_Canceled
2,0,0,1,Not Selected,1,Room_Type 1,0,Online,0,0,0,123,1,296,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,79,Online,0,0,0,90.95,1,84,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,203,Offline,0,0,0,72.25,0,239,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,136,Online,0,0,0,107.95,0,137,Not_Canceled
2,0,1,0,Not Selected,0,Room_Type 1,0,Online,0,0,0,75,0,223,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,98,Offline,0,0,0,58,0,71,Not_Canceled
2,1,1,0,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,119,1,109,Not_Canceled
2,0,1,0,Not Selected,0,Room_Type 1,0,Online,0,0,0,92,0,221,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,110,Online,0,0,0,94.5,0,207,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,109,0,290,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,146,Offline,0,0,0,95,0,115,Canceled
1,0,1,0,Meal Plan 1,1,Room_Type 1,0,Corporate,1,0,1,88,0,88,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,133,Online,0,0,0,121.5,1,161,Not_Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 4,86,Online,0,0,0,137.7,1,196,Not_Canceled
2,1,2,2,Meal Plan 1,0,Room_Type 4,77,Online,0,0,0,147.6,0,239,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 2,102,Online,0,0,0,77.78,1,105,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,109.73,1,309,Not_Canceled
0,2,1,1,Meal Plan 1,0,Room_Type 2,14,Online,0,0,0,138.05,3,226,Not_Canceled
2,0,1,0,Not Selected,0,Room_Type 1,49,Online,0,0,0,93.15,0,193,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,15,Online,0,0,0,111,0,146,Not_Canceled
2,0,1,1,Not Selected,0,Room_Type 1,36,Online,0,0,0,97.2,0,277,Canceled
2,0,2,1,Meal Plan 1,1,Room_Type 1,64,Online,0,0,0,144.9,2,262,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,72,Online,0,0,0,87.3,0,94,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,115,Online,0,0,0,104.4,0,301,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,8,Online,0,0,0,119,1,246,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,105,0,287,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,149,Offline,0,0,0,80.75,0,240,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 7,54,Online,0,0,0,191.2,1,302,Not_Canceled
2,0,1,0,Not Selected,0,Room_Type 1,69,Offline,0,0,0,72.25,0,101,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,131,1,116,Not_Canceled
2,0,2,4,Not Selected,0,Room_Type 1,5,Online,0,0,0,79.33,0,322,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,89,1,10,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,100.94,3,317,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,180,Online,0,0,0,70,0,290,Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,26,Online,0,0,0,121,2,143,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,174,Offline,0,0,0,70,0,284,Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,120,1,293,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,323,Offline,0,0,0,70,0,138,Canceled
1,0,2,3,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,125.4,1,278,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2,Complementary,1,0,4,0,1,27,Not_Canceled
2,0,1,5,Meal Plan 1,0,Room_Type 1,133,Offline,0,0,0,85.5,0,138,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,45,Offline,0,0,0,75,1,312,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,287,Online,0,0,0,100.3,0,273,Canceled
3,0,2,2,Meal Plan 1,0,Room_Type 4,60,Online,0,0,0,121.98,0,337,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,101.5,0,290,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,183,Online,0,0,0,102.1,1,265,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,92,Offline,0,0,0,90,0,316,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,24,Complementary,0,0,0,0,1,310,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,6,Offline,0,0,0,77,0,268,Not_Canceled
2,0,1,4,Not Selected,0,Room_Type 1,257,Online,0,0,0,67.15,1,361,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,44,Offline,0,0,0,75,0,48,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,120,Online,0,0,0,104.4,1,302,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,211,Offline,0,0,0,100,0,141,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,186,Offline,0,0,0,80,0,113,Not_Canceled
2,0,2,2,Meal Plan 2,0,Room_Type 1,47,Online,0,0,0,170.1,1,227,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,35,Offline,0,0,0,89.28,3,290,Not_Canceled
1,0,0,1,Not Selected,0,Room_Type 1,21,Online,0,0,0,88,1,329,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,131,Offline,0,0,0,87.03,3,216,Not_Canceled
3,0,0,2,Meal Plan 1,0,Room_Type 4,78,Online,0,0,0,142.2,2,202,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,42,Online,0,0,0,127.5,1,305,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,60,Offline,0,0,0,65,0,265,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,80,Online,0,0,0,72.25,2,325,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,29,Offline,0,0,0,75,0,294,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,28,Online,0,0,0,85.59,1,309,Not_Canceled
1,0,0,3,Not Selected,0,Room_Type 1,95,Online,0,0,0,75.1,0,83,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 6,30,Online,0,0,0,75.15,1,15,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,90,1,237,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,258,Online,0,0,0,110,0,290,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 5,59,Online,0,0,0,104.65,0,85,Not_Canceled
3,0,2,3,Meal Plan 1,0,Room_Type 1,77,Online,0,0,0,100.84,3,101,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,315,Offline,0,0,0,52,0,337,Not_Canceled
2,1,2,2,Meal Plan 1,0,Room_Type 1,42,Online,0,0,0,113.6,0,80,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,101,Online,0,0,0,126.9,0,127,Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,61,Offline,0,0,0,91,0,278,Not_Canceled
2,1,2,1,Meal Plan 1,0,Room_Type 1,68,Online,0,0,0,135,3,282,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,320,Offline,0,0,0,115,1,231,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,109,0,262,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,57,Offline,0,0,0,90.67,1,162,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,85,0,67,Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,27,Offline,0,0,0,85,0,290,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,111,Offline,0,0,0,120,0,284,Not_Canceled
1,0,4,11,Meal Plan 1,0,Room_Type 4,26,Online,0,0,0,131.57,1,310,Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,14,Online,0,0,0,126,2,293,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,73,Online,0,0,0,115.8,1,100,Not_Canceled
1,0,1,1,Meal Plan 2,0,Room_Type 1,301,Offline,0,0,0,90,0,212,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,59,Offline,0,0,0,85.5,0,129,Not_Canceled
1,0,2,4,Meal Plan 1,0,Room_Type 1,69,Offline,0,0,0,120,0,164,Canceled
3,0,1,2,Meal Plan 1,0,Room_Type 1,81,Offline,0,0,0,94,0,85,Not_Canceled
2,0,2,0,Not Selected,0,Room_Type 1,0,Online,0,0,0,69.74,0,164,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,74,Online,0,0,0,93.6,2,316,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,100,0,235,Not_Canceled
2,0,0,1,Meal Plan 1,1,Room_Type 1,20,Online,0,0,0,160,1,187,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,118,Offline,0,0,0,125,0,262,Canceled
2,0,1,0,Not Selected,0,Room_Type 1,1,Online,0,0,0,127,1,179,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,125,Online,0,0,0,72.25,1,346,Canceled
2,0,2,3,Meal Plan 1,1,Room_Type 1,3,Online,0,0,0,102,1,2,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,193,Online,0,0,0,70.44,0,191,Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 4,142,Online,0,0,0,146.7,0,224,Canceled
1,0,2,5,Meal Plan 1,0,Room_Type 4,5,Aviation,0,0,0,110,0,285,Not_Canceled
2,0,2,4,Not Selected,0,Room_Type 1,3,Online,0,0,0,133,2,278,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,92.4,1,302,Not_Canceled
1,0,1,3,Meal Plan 1,0,Room_Type 1,162,Online,0,0,0,105.83,1,228,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,418,Online,0,0,0,75,0,270,Canceled
